50000	0	        0.003
50100	0	        0.003
50200	0	        0.003
50300	0	        0.003
50400	0	        0.003
50500	0	        0.003
50600	0	        0.003
50700	0	        0.003
50800	0.00488281	0.003
50900	0.00488281	0.003
51000	0.00488281	0.003
51100	0.00976562	0.003
51200	0.00488281	0.003
51300	0.00976562	0.003
51400	0.0146484	0.003
51500	0.0146484	0.003
51600	0.0146484	0.003
51700	0.0146484	0.003
51800	0.00976562	0.003
51900	0.00976562	0.003
52000	0.00976562	0.003
52100	0.00488281	0.003
52200	0	        0.003
52300	0	        0.003
52400	0	        0.003
52500	0.00488281	0.003
52600	0.00488281	0.003
52700	0.0146484	0.003
52800	0.0195312	0.003
52900	0.0292969	0.003
53000	0.0341797	0.003
53100	0.0390625	0.003
53200	0.0439453	0.003
53300	0.0439453	0.003
53400	0.0439453	0.003
53500	0.0390625	0.003
53600	0.0341797	0.003
53700	0.0244141	0.003
53800	0.0195312	0.003
53900	0.0195312	0.003
54000	0.00976562	0.003
54100	0.00488281	0.003
54200	0.00488281	0.003
54300	0	        0.003
54400	0	        0.003
54500	0	        0.003
54600	0	        0.003
54700	0	        0.003
54800	0.00976562	0.003
54900	0.0146484	0.003
55000	0.0244141	0.003
55100	0.0341797	0.003
55200	0.0488281	0.003
55300	0.0585937	0.003
55400	0.0683594	0.003
55500	0.0732422	0.003
55600	0.078125	0.003
55700	0.078125	0.003
55800	0.0634766	0.003
55900	0.0585937	0.003
56000	0.0488281	0.003
56100	0.0341797	0.003
56200	0.0195312	0.003
56300	0.00976562	0.003
56400	0.00488281	0.003
56500	0	        0.003
56600	0	        0.003
56700	0	        0.003
56800	0.00976562	0.003
56900	0.0146484	0.003
57000	0.0146484	0.003
57100	0.0244141	0.003
57200	0.0292969	0.003
57300	0.0341797	0.003
57400	0.0439453	0.003
57500	0.0488281	0.003
57600	0.0585937	0.003
57700	0.0634766	0.003
57800	0.0683594	0.003
57900	0.0732422	0.003
58000	0.0732422	0.003
58100	0.0634766	0.003
58200	0.0537109	0.003
58300	0.0390625	0.003
58400	0.0244141	0.003
58500	0.0146484	0.003
58600	0.00976562	0.003
58700	0.00488281	0.003
58800	0.0195312	0.003
58900	0.0341797	0.003
59000	0.0634766	0.003
59100	0.0927734	0.003
59200	0.126953	0.003
59300	0.161133	0.003
59400	0.185547	0.003
59500	0.195312	0.003
59600	0.200195	0.003
59700	0.19043	    0.003
59800	0.161133	0.003
59900	0.141602	0.003
60000	0.117187	0.003
60100	0.0878906	0.003
60200	0.0683594	0.003
60300	0.0537109	0.003
60400	0.0390625	0.003
60500	0.0292969	0.003
60600	0.0244141	0.003
60700	0.0195312	0.003
60800	0.0244141	0.003
60900	0.0439453	0.003
61000	0.0878906	0.003
61100	0.15625	    0.003
61200	0.273437	0.003
61300	0.424805	0.003
61400	0.615234	0.003
61500	0.834961	0.003
61600	1.0498	    0.003
61700	1.25977	    0.003
61800	1.44043	    0.003
61900	1.55273 	0.003
62000	1.59668	    0.003
62100	1.53809 	0.003
62200	1.38672	    0.003
62300	1.14258	    0.003
62400	0.849609	0.003
62500	0.537109	0.003
62600	0.249023	0.003
62700	0.078125	0.003
62800	0.0830078	0.003
62900	0.27832	    0.003
63000	0.668945	0.003
63100	1.26953 	0.003
63200	2.01172	    0.003
63300	2.81738 	0.003
63400	3.61328	    0.003
63500	4.33105	    0.003
63600	4.73145	    0.003
63700	4.73145	    0.003
63800	4.73145	    0.003
63900	4.73145	    0.003
64000	4.73145	    0.003
64100	4.38965	    0.003
64200	3.61816 	0.003
64300	2.73926	    0.003
64400	1.88477	    0.003
64500	1.15723	    0.003
64600	0.585937	0.003
64700	0.239258	0.003
64800	0.0927734	0.003
64900	0.117187	0.003
65000	0.27832	    0.003
65100	0.537109	0.003
65200	0.830078	0.003
65300	1.12305 	0.003
65400	1.38672	    0.003
65500	1.55273	    0.003
65600	1.62109	    0.003
65700	1.58203	    0.003
65800	1.44043	    0.003
65900	1.23047	    0.003
66000	0.996094	0.003
66100	0.74707	    0.003
66200	0.527344	0.003
66300	0.351562	0.003
66400	0.209961	0.003
66500	0.12207	    0.003
66600	0.0683594	0.003
66700	0.0439453	0.003
66800	0.0341797	0.003
66900	0.0292969	0.003
67000	0.0390625	0.003
67100	0.0439453	0.003
67200	0.0488281	0.003
67300	0.0537109	0.003
67400	0.0634766	0.003
67500	0.078125	0.003
67600	0.102539	0.003
67700	0.126953	0.003
67800	0.15625	    0.003
67900	0.180664	0.003
68000	0.19043 	0.003
68100	0.200195	0.003
68200	0.19043 	0.003
68300	0.170898	0.003
68400	0.146484	0.003
68500	0.112305	0.003
68600	0.078125	0.003
68700	0.0488281	0.003
68800	0.0195312	0.003
68900	0.00488281	0.003
69000	0	        0.003
69100	0.00488281	0.003
69200	0.0195312	0.003
69300	0.0390625	0.003
69400	0.0537109	0.003
69500	0.0634766	0.003
69600	0.0732422	0.003
69700	0.0732422	0.003
69800	0.0732422	0.003
69900	0.0732422	0.003
70000	0.0683594	0.003
70100	0.0585937	0.003
70200	0.0488281	0.003
70300	0.0439453	0.003
70400	0.0390625	0.003
70500	0.0292969	0.003
70600	0.0292969	0.003
